employee_id,department,region,education,gender,recruitment_channel,Training_Time,age,Prformance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status,Results
46606,Technology,region_20,Master's & above,m,other,1,44,3.0,7,8,No,High,45000,Yes,25,5,No,No,0
77788,Procurement,region_5,Bachelor's,f,sourcing,1,25,,1,7,Yes,Low,34000,No,30,3,Yes,No,0
16106,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,41,3.0,3,10,Yes,High,25000,Yes,25,3,No,Yes,1
40750,Finance,region_27,Bachelor's,m,other,2,32,5.0,4,7,Yes,High,45000,No,30,4,Yes,Yes,1
32329,Operations,region_15,Bachelor's,m,other,1,25,,1,6,No,Low,45000,No,525,5,Yes,Yes,1
136,Sales & Marketing,region_22,,m,other,3,28,1.0,2,8,Yes,Low,78300,Yes,10,4,Yes,Yes,1
50496,Finance,region_27,Bachelor's,m,other,1,30,3.0,2,9,No,Low,56000,No,8,3,No,No,0
25574,Sales & Marketing,region_30,Bachelor's,m,other,1,26,,1,6,Yes,High,45000,Yes,12,2,Yes,No,0
55173,Technology,region_2,Master's & above,m,other,1,59,3.0,12,8,Yes,High,43000,Yes,15,4,Yes,Yes,1
34317,Analytics,region_11,Bachelor's,m,other,1,48,3.0,14,9,No,High,45000,No,20,4,No,No,0
33398,HR,region_17,Bachelor's,f,sourcing,1,33,3.0,6,8,Yes,High,30000,No,25,3,No,Yes,1
44737,Procurement,region_2,Master's & above,f,sourcing,1,58,4.0,11,9,No,High,45000,No,30,4,Yes,No,0
56735,Procurement,region_7,Master's & above,f,sourcing,1,31,3.0,3,7,Yes,Low,45000,Yes,25,5,Yes,Yes,1
12568,Operations,region_26,Master's & above,m,sourcing,1,32,3.0,5,8,No,High,50000,No,20,3,No,No,0
54833,Technology,region_2,Master's & above,m,other,1,48,4.0,19,9,Yes,Low,34000,No,25,2,No,Yes,1
27202,Legal,region_22,Bachelor's,m,sourcing,1,26,,1,10,No,Low,45000,Yes,30,3,No,No,0
17316,HR,region_2,Master's & above,m,other,1,58,4.0,6,7,No,Low,45000,Yes,25,4,Yes,Yes,1
35714,Technology,region_22,Bachelor's,m,sourcing,1,29,3.0,6,8,No,High,30000,Yes,30,4,Yes,Yes,1
51371,Operations,region_22,Bachelor's,m,other,3,30,5.0,5,8,No,Low,20000,No,19,3,No,Yes,1
38989,Operations,region_19,Master's & above,f,sourcing,1,48,5.0,4,7,Yes,High,25000,No,15,2,No,No,0
4979,Technology,region_6,Bachelor's,f,sourcing,1,29,3.0,4,5,No,Low,45000,No,20,2,Yes,Yes,1
23103,Sales & Marketing,region_26,Bachelor's,m,other,1,34,3.0,7,7,No,High,45000,Yes,30,3,No,No,0
39242,Sales & Marketing,region_31,,f,other,1,27,3.0,3,9,No,Low,53000,No,25,4,No,Yes,1
10871,Technology,region_2,Master's & above,m,sourcing,2,60,4.0,5,8,Yes,Low,45000,Yes,16,3,Yes,Yes,1
46133,Sales & Marketing,region_18,Bachelor's,m,other,1,29,,1,9,No,High,60000,No,20,2,No,No,0
45609,Analytics,region_28,Master's & above,m,other,2,32,4.0,5,6,No,Low,45000,Yes,25,3,Yes,No,0
29652,Technology,region_5,Master's & above,m,other,1,47,5.0,7,8,No,High,43000,No,30,2,Yes,Yes,1
52238,HR,region_32,Bachelor's,m,sourcing,1,30,3.0,4,9,Yes,Low,56000,No,25,3,Yes,No,0
39099,HR,region_2,Bachelor's,m,other,1,52,4.0,3,7,Yes,Low,43000,Yes,30,2,Yes,No,0
55906,Technology,region_27,Bachelor's,f,sourcing,1,30,3.0,4,7,No,Low,45000,Yes,25,3,Yes,Yes,1
59118,Sales & Marketing,region_2,Master's & above,f,other,1,41,1.0,6,8,Yes,Low,34000,No,30,4,No,Yes,1
71255,Analytics,region_25,Master's & above,m,other,1,37,3.0,10,9,No,Low,25000,Yes,23,6,No,Yes,1
33143,Technology,region_13,Master's & above,m,other,1,31,3.0,6,7,Yes,Low,45000,No,30,4,No,Yes,1
68373,Sales & Marketing,region_17,Master's & above,m,sourcing,1,44,3.0,12,4,No,Low,18000,Yes,25,2,Yes,No,0
13773,Procurement,region_2,Master's & above,f,other,1,38,3.0,3,6,No,Low,60000,No,30,4,No,Yes,1
64770,Sales & Marketing,region_7,Bachelor's,f,other,1,31,3.0,2,8,No,Low,89000,Yes,25,7,Yes,No,0
24710,Finance,region_2,Bachelor's,m,other,1,37,4.0,5,9,Yes,High,23000,Yes,30,8,No,Yes,1
36720,Analytics,region_34,Bachelor's,m,sourcing,1,31,4.0,8,10,Yes,Low,45000,No,15,4,No,No,0
8521,Analytics,region_15,Bachelor's,m,sourcing,1,40,3.0,4,9,Yes,High,39000,Yes,20,5,Yes,No,0
26112,Operations,region_22,Bachelor's,m,other,1,48,3.0,7,8,No,Low,40000,No,25,4,No,No,0
5043,Procurement,region_7,Master's & above,f,sourcing,1,59,3.0,18,7,Yes,High,45000,No,30,5,Yes,No,0
68849,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,36,3.0,5,8,No,Low,56000,Yes,35,6,No,No,0
60724,Procurement,region_23,Master's & above,f,other,1,39,3.0,13,9,Yes,High,34000,No,23,4,No,Yes,1
50663,Sales & Marketing,region_13,Bachelor's,m,other,1,25,,1,7,No,Low,45000,No,35,3,Yes,Yes,1
74680,Technology,region_17,Bachelor's,f,other,2,32,3.0,6,8,Yes,High,57000,No,30,6,No,Yes,1
1748,Operations,region_20,Bachelor's,m,sourcing,1,27,5.0,3,7,No,High,76000,No,25,4,No,Yes,1
27385,Legal,region_7,Bachelor's,f,other,1,30,,1,8,No,Low,87000,No,20,3,No,Yes,1
42185,Sales & Marketing,region_2,Bachelor's,m,referred,1,29,3.0,2,9,No,Low,43000,Yes,28,5,Yes,No,0
6480,R&D,region_4,Master's & above,m,sourcing,1,44,5.0,7,10,No,Low,87000,No,30,6,Yes,Yes,1
31502,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,2.0,3,8,Yes,High,43000,Yes,34,5,No,Yes,1
37883,Analytics,region_2,Master's & above,m,other,1,59,3.0,17,9,No,High,45000,Yes,25,4,No,Yes,1
54794,Finance,region_22,Bachelor's,m,other,4,32,3.0,7,10,Yes,High,34000,Yes,30,5,No,Yes,1
49714,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,31,5.0,7,8,Yes,High,25000,No,25,6,Yes,Yes,1
47593,Technology,region_17,Bachelor's,f,sourcing,1,32,5.0,3,9,No,High,45000,Yes,30,5,Yes,Yes,1
42671,Procurement,region_7,Bachelor's,m,sourcing,1,30,,1,7,No,Low,18000,Yes,25,4,Yes,Yes,1
20827,R&D,region_2,Bachelor's,m,other,1,35,,1,8,No,High,60000,No,30,6,Yes,No,0
1605,Procurement,region_2,Bachelor's,f,other,1,28,3.0,6,9,Yes,High,89000,Yes,25,7,No,Yes,1
14742,Operations,region_3,Master's & above,m,other,1,45,4.0,7,7,Yes,Low,23000,No,30,5,No,Yes,1
63431,Analytics,region_22,Bachelor's,m,referred,1,28,,1,8,No,High,45000,No,25,4,Yes,Yes,1
36010,Operations,region_15,,f,other,1,33,1.0,7,9,No,Low,39000,No,30,3,No,No,0
11628,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,1.0,6,7,No,Low,40000,Yes,25,5,Yes,Yes,1
51243,Sales & Marketing,region_10,Master's & above,m,sourcing,1,50,5.0,7,8,Yes,Low,45000,No,30,6,No,Yes,1
40004,Operations,region_22,Bachelor's,m,other,1,31,3.0,7,9,Yes,Low,56000,Yes,25,3,No,Yes,1
22590,Procurement,region_5,Bachelor's,m,other,1,37,2.0,2,7,No,Low,34000,No,21,4,No,Yes,1
8380,Analytics,region_10,Master's & above,m,sourcing,1,31,3.0,5,9,Yes,Low,45000,Yes,19,5,Yes,Yes,1
66014,Operations,region_14,Bachelor's,m,other,2,38,5.0,3,7,No,Low,57000,Yes,20,6,Yes,Yes,1
48842,Sales & Marketing,region_22,Bachelor's,f,other,1,25,1.0,3,9,No,Low,76000,Yes,25,4,No,Yes,1
5814,Procurement,region_2,Bachelor's,f,sourcing,1,59,2.0,20,7,No,Low,87000,Yes,30,3,No,Yes,1
25095,Operations,region_22,Master's & above,f,other,1,37,5.0,8,6,No,High,45000,Yes,25,3,Yes,Yes,1
58275,Sales & Marketing,region_2,Master's & above,m,other,1,38,4.0,7,9,Yes,Low,45000,No,30,4,No,Yes,1
33955,Sales & Marketing,region_15,,m,other,1,20,1.0,2,7,Yes,High,30000,No,525,5,No,No,0
55134,Sales & Marketing,region_4,Bachelor's,m,other,1,37,5.0,3,8,No,Low,20000,Yes,10,3,Yes,No,0
71198,Sales & Marketing,region_11,Bachelor's,m,other,3,31,1.0,5,9,Yes,High,25000,Yes,8,3,No,No,0
57802,Operations,region_13,Bachelor's,f,sourcing,1,35,5.0,3,6,No,Low,45000,Yes,12,2,No,Yes,1
12896,Sales & Marketing,region_2,Bachelor's,m,other,1,52,2.0,25,7,Yes,High,45000,No,15,3,No,Yes,1
44570,Operations,region_15,Master's & above,m,other,1,37,4.0,12,9,No,Low,53000,Yes,26,4,No,No,0
513,Technology,region_25,Master's & above,m,sourcing,1,36,5.0,8,9,No,High,45000,No,30,4,Yes,No,0
54323,Legal,region_3,Bachelor's,m,other,1,29,1.0,3,8,No,High,60000,No,19,3,No,Yes,1
30908,Procurement,region_2,Master's & above,f,other,1,39,3.0,12,7,Yes,Low,45000,Yes,15,2,No,No,0
38955,Technology,region_7,Master's & above,m,sourcing,1,33,1.0,3,10,No,Low,43000,Yes,20,4,No,Yes,1
60142,Procurement,region_2,Master's & above,m,other,1,56,3.0,7,7,No,Low,56000,No,30,3,Yes,Yes,1
55481,Operations,region_13,Master's & above,f,sourcing,1,43,2.0,5,6,No,High,43000,No,25,2,Yes,Yes,1
53805,Operations,region_27,Bachelor's,m,other,1,33,5.0,3,8,Yes,High,45000,No,16,3,No,Yes,1
58612,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,5.0,6,9,No,High,34000,Yes,20,4,No,Yes,1
71466,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,37,1.0,5,6,Yes,High,25000,No,25,3,No,Yes,1
44472,Sales & Marketing,region_2,Master's & above,f,other,1,42,5.0,4,8,Yes,High,45000,Yes,30,2,Yes,No,0
23270,Sales & Marketing,region_11,Bachelor's,m,other,1,29,5.0,4,9,Yes,Low,45000,No,25,1,Yes,Yes,1
50815,Procurement,region_2,Bachelor's,f,other,1,32,1.0,5,8,Yes,High,78300,Yes,30,3,No,No,0
61585,Procurement,region_17,Master's & above,m,other,1,41,3.0,11,9,Yes,Low,56000,Yes,25,4,Yes,No,0
45206,Sales & Marketing,region_31,Bachelor's,m,other,1,27,5.0,3,7,No,Low,45000,No,30,5,Yes,No,0
24259,Procurement,region_15,Bachelor's,m,other,1,30,3.0,3,8,Yes,Low,43000,No,23,3,Yes,No,0
15223,Finance,region_28,Bachelor's,m,other,1,30,3.0,5,9,No,High,45000,Yes,30,2,Yes,Yes,1
2123,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,26,3.0,2,10,Yes,Low,30000,No,25,3,Yes,Yes,1
45952,Operations,region_15,Bachelor's,m,other,1,33,4.0,7,7,Yes,High,45000,Yes,30,4,No,Yes,1
53890,Sales & Marketing,region_5,,m,other,1,23,5.0,2,8,No,Low,45000,Yes,25,4,No,No,0
74586,Sales & Marketing,region_1,Bachelor's,m,other,1,38,5.0,8,8,No,High,50000,No,30,5,Yes,Yes,1
70837,Finance,region_2,Below Secondary,m,other,2,24,5.0,2,7,No,Low,34000,No,15,3,Yes,Yes,1
19740,HR,region_22,Bachelor's,f,other,1,27,5.0,4,5,No,High,45000,Yes,20,3,No,Yes,1
20819,Sales & Marketing,region_7,,m,other,1,32,4.0,8,7,Yes,High,45000,No,25,2,Yes,Yes,1
70235,Technology,region_26,Bachelor's,f,referred,2,25,4.0,2,8,No,Low,30000,Yes,30,3,No,No,0
15170,Procurement,region_16,Bachelor's,f,other,1,36,4.0,7,8,No,High,20000,No,35,4,No,Yes,1
43502,Technology,region_8,Bachelor's,m,sourcing,2,26,3.0,2,9,Yes,High,25000,No,23,1,Yes,Yes,1
29474,Legal,region_22,Bachelor's,m,referred,1,29,4.0,2,6,No,Low,45000,Yes,35,3,Yes,Yes,1
61481,Finance,region_2,Bachelor's,m,other,1,28,1.0,2,8,No,High,45000,Yes,30,4,No,Yes,1
72224,Operations,region_22,Bachelor's,m,sourcing,1,38,1.0,4,9,Yes,Low,53000,Yes,25,3,No,No,0
76161,Operations,region_2,Bachelor's,f,sourcing,1,45,4.0,15,7,Yes,High,45000,Yes,20,4,No,Yes,1
29970,Procurement,region_10,Bachelor's,m,other,2,30,2.0,2,7,Yes,Low,60000,No,28,2,Yes,Yes,1
3410,Sales & Marketing,region_2,,f,sourcing,1,38,2.0,2,8,Yes,High,45000,Yes,30,3,Yes,Yes,1
31457,Analytics,region_14,Bachelor's,m,sourcing,1,30,,1,9,No,Low,43000,No,34,4,No,No,0
42470,Analytics,region_7,Master's & above,f,sourcing,1,35,5.0,10,7,No,Low,56000,Yes,25,3,No,No,0
51623,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,3.0,2,4,No,Low,43000,Yes,30,2,Yes,No,0
61246,Operations,region_31,Master's & above,f,sourcing,1,35,4.0,3,6,No,Low,45000,No,25,4,No,No,0
61559,Technology,region_5,Bachelor's,m,other,2,32,3.0,7,8,Yes,Low,34000,Yes,30,2,Yes,No,0
39046,Sales & Marketing,region_13,Bachelor's,f,other,1,30,4.0,7,9,Yes,Low,25000,Yes,25,4,Yes,Yes,1
32748,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,3.0,9,10,No,Low,45000,No,30,4,No,Yes,1
77975,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,38,3.0,11,9,Yes,Low,18000,No,25,3,No,Yes,1
69271,Sales & Marketing,region_32,Bachelor's,m,other,1,32,1.0,4,8,Yes,Low,60000,Yes,30,2,No,Yes,1
15457,Technology,region_2,Master's & above,m,other,1,36,3.0,10,7,Yes,High,89000,No,25,3,No,Yes,1
16461,Technology,region_27,Bachelor's,f,sourcing,1,30,3.0,5,8,Yes,Low,23000,Yes,30,4,No,Yes,1
59091,Sales & Marketing,region_7,Master's & above,f,other,1,35,4.0,8,9,Yes,High,45000,No,25,4,Yes,No,0
37612,Technology,region_26,Master's & above,m,other,1,44,4.0,19,7,No,Low,39000,Yes,30,3,Yes,Yes,1
39704,Sales & Marketing,region_22,Master's & above,m,other,1,36,1.0,7,8,No,High,40000,Yes,25,4,Yes,Yes,1
71800,Operations,region_2,Master's & above,f,other,1,41,3.0,5,7,No,Low,45000,Yes,21,3,Yes,No,0
68127,Technology,region_7,Master's & above,m,sourcing,1,31,1.0,4,8,Yes,High,56000,Yes,19,4,Yes,No,0
35297,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,25,1.0,2,9,No,Low,34000,Yes,20,5,Yes,Yes,1
5217,Operations,region_32,Bachelor's,f,other,1,32,4.0,6,7,Yes,High,45000,Yes,25,3,No,No,0
44228,Operations,region_30,Bachelor's,f,other,1,31,4.0,4,9,Yes,High,57000,Yes,30,4,Yes,Yes,1
709,Sales & Marketing,region_2,Master's & above,f,sourcing,2,45,2.0,18,8,No,Low,76000,Yes,25,4,Yes,No,0
76305,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,48,3.0,5,8,No,Low,87000,No,30,3,Yes,Yes,1
11055,Operations,region_4,Master's & above,f,sourcing,1,45,5.0,7,9,Yes,Low,43000,Yes,525,4,Yes,Yes,1
63563,Operations,region_31,Master's & above,f,other,1,33,5.0,6,10,Yes,High,87000,No,10,4,No,Yes,1
73269,Sales & Marketing,region_27,Bachelor's,m,other,1,33,4.0,7,8,Yes,High,43000,No,8,5,No,Yes,1
43138,HR,region_13,Bachelor's,m,other,1,25,3.0,2,9,Yes,High,45000,Yes,12,3,No,No,0
1987,Sales & Marketing,region_2,Bachelor's,m,other,1,36,5.0,4,7,No,High,34000,No,15,3,No,No,0
51279,HR,region_7,Bachelor's,m,sourcing,2,31,3.0,3,8,No,High,25000,Yes,20,4,No,No,0
63457,Sales & Marketing,region_3,Bachelor's,m,other,1,40,3.0,4,9,No,Low,45000,No,25,5,Yes,No,0
26534,Technology,region_14,Bachelor's,f,sourcing,1,29,4.0,5,7,No,High,18000,No,30,4,No,Yes,1
30391,Technology,region_5,Master's & above,m,other,1,31,1.0,2,8,No,High,60000,Yes,25,3,Yes,No,0
14503,HR,region_31,Bachelor's,m,sourcing,1,32,5.0,2,9,No,Low,89000,Yes,20,2,Yes,Yes,1
62270,Finance,region_7,Bachelor's,m,other,1,32,4.0,4,10,No,High,23000,No,25,4,Yes,Yes,1
43165,Operations,region_2,Bachelor's,f,other,1,35,3.0,5,8,Yes,Low,45000,Yes,30,4,No,Yes,1
58611,Sales & Marketing,region_24,Bachelor's,m,other,1,24,3.0,2,9,No,Low,39000,No,25,3,Yes,Yes,1
69481,Sales & Marketing,region_22,Master's & above,m,sourcing,2,33,2.0,5,7,Yes,Low,40000,No,30,4,Yes,Yes,1
14207,Procurement,region_7,Master's & above,m,other,1,45,5.0,19,9,No,Low,45000,No,19,5,Yes,Yes,1
19403,Sales & Marketing,region_17,Bachelor's,m,other,1,29,1.0,5,7,No,High,56000,Yes,15,3,No,No,0
53237,Operations,region_2,Bachelor's,f,other,4,34,4.0,7,9,No,High,34000,No,20,2,Yes,Yes,1
18460,Technology,region_14,Master's & above,m,other,1,45,3.0,16,7,Yes,Low,45000,Yes,30,3,No,Yes,1
25512,Sales & Marketing,region_2,Master's & above,m,other,1,35,2.0,10,6,Yes,Low,45000,Yes,25,4,Yes,No,0
74793,Sales & Marketing,region_7,Master's & above,m,sourcing,1,34,4.0,6,9,No,Low,53000,No,16,4,Yes,No,0
20864,Technology,region_22,Master's & above,m,sourcing,1,33,4.0,10,7,Yes,High,45000,Yes,20,3,No,Yes,1
1330,Analytics,region_34,Bachelor's,m,sourcing,1,34,3.0,2,8,Yes,Low,60000,No,25,2,No,Yes,1
5390,Operations,region_31,Master's & above,m,other,2,34,4.0,4,9,Yes,High,45000,Yes,30,2,Yes,No,0
44946,Sales & Marketing,region_7,Bachelor's,f,other,1,33,4.0,3,6,No,Low,43000,Yes,25,3,Yes,Yes,1
6005,Technology,region_2,Master's & above,m,other,1,43,3.0,4,7,No,High,56000,No,30,4,No,No,0
24400,Operations,region_21,Bachelor's,f,sourcing,1,27,,1,9,No,Low,43000,No,25,3,Yes,Yes,1
3457,Operations,region_4,Bachelor's,f,other,1,34,1.0,2,9,No,High,45000,No,30,2,No,Yes,1
24070,Operations,region_31,Bachelor's,m,other,1,31,4.0,5,8,No,Low,34000,Yes,23,3,Yes,No,0
3551,Finance,region_2,,f,sourcing,1,27,3.0,2,7,Yes,High,25000,No,30,2,Yes,Yes,1
66578,Sales & Marketing,region_19,Bachelor's,f,other,1,32,3.0,7,10,Yes,High,45000,Yes,25,3,Yes,Yes,1
44006,Sales & Marketing,region_2,,f,other,2,40,3.0,8,7,No,Low,18000,Yes,30,2,Yes,Yes,1
14954,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,5.0,2,6,Yes,Low,60000,No,25,3,Yes,No,0
52498,Technology,region_2,Bachelor's,m,other,1,20,3.0,2,8,No,Low,89000,No,30,4,Yes,Yes,1
15141,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,36,5.0,5,9,No,High,23000,No,15,6,No,Yes,1
45084,Sales & Marketing,region_22,,m,other,1,25,2.0,3,6,Yes,High,45000,No,20,4,Yes,Yes,1
6420,Procurement,region_22,Master's & above,f,sourcing,1,36,5.0,5,8,Yes,High,39000,No,25,2,No,Yes,1
10438,Operations,region_31,Master's & above,m,sourcing,1,38,4.0,10,9,No,High,40000,No,30,4,No,Yes,1
67574,HR,region_31,Bachelor's,m,sourcing,1,27,5.0,4,8,No,High,45000,No,35,3,Yes,Yes,1
31214,Technology,region_10,Master's & above,m,other,1,36,3.0,7,9,No,Low,56000,No,23,5,No,Yes,1
75951,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,2.0,14,7,Yes,High,34000,No,35,6,No,No,0
4753,HR,region_32,Bachelor's,m,other,1,27,,1,8,Yes,Low,45000,No,30,5,No,No,0
47795,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,30,3.0,7,9,Yes,Low,57000,No,25,4,Yes,Yes,1
66022,Sales & Marketing,region_9,Bachelor's,m,other,1,25,1.0,2,10,Yes,Low,76000,No,20,5,Yes,Yes,1
77342,Sales & Marketing,region_31,,m,sourcing,1,23,,1,7,No,High,87000,No,28,6,Yes,No,0
32566,Procurement,region_2,Master's & above,m,sourcing,2,37,5.0,8,8,No,Low,43000,Yes,30,5,Yes,Yes,1
49735,Sales & Marketing,region_5,Master's & above,m,sourcing,1,39,3.0,6,8,Yes,High,87000,No,34,4,Yes,No,0
50625,Technology,region_13,Bachelor's,m,sourcing,1,30,4.0,1,7,No,Low,43000,No,25,6,No,Yes,1
6033,Procurement,region_2,Below Secondary,f,other,1,22,2.0,2,5,Yes,High,45000,Yes,30,7,Yes,Yes,1
48390,Finance,region_2,Master's & above,f,sourcing,1,39,4.0,6,7,Yes,Low,34000,Yes,25,5,Yes,Yes,1
37292,Sales & Marketing,region_2,,f,sourcing,1,31,5.0,4,7,Yes,Low,25000,No,30,4,No,Yes,1
58695,Operations,region_7,Bachelor's,m,other,1,31,3.0,1,8,No,High,45000,No,25,3,Yes,Yes,1
24740,Operations,region_26,Bachelor's,f,sourcing,1,25,1.0,3,9,Yes,Low,18000,No,30,5,No,Yes,1
32148,Sales & Marketing,region_12,Bachelor's,m,other,1,28,,1,6,Yes,High,60000,Yes,25,6,No,Yes,1
36442,Analytics,region_22,Bachelor's,f,other,1,31,1.0,5,8,Yes,Low,89000,No,30,3,Yes,Yes,1
7892,Technology,region_7,Master's & above,f,other,1,45,5.0,3,9,No,Low,23000,No,25,4,No,No,0
13208,Procurement,region_7,Bachelor's,m,other,1,31,5.0,3,7,Yes,Low,45000,Yes,30,5,Yes,No,0
17820,Sales & Marketing,region_13,Bachelor's,m,other,1,56,2.0,11,7,No,Low,39000,No,25,6,Yes,Yes,1
43542,Procurement,region_22,Bachelor's,f,other,1,28,4.0,2,8,No,Low,40000,No,30,4,Yes,Yes,1
21636,Sales & Marketing,region_7,Bachelor's,m,other,1,44,1.0,15,9,Yes,Low,45000,No,25,3,No,Yes,1
14666,Operations,region_23,Bachelor's,m,other,1,35,4.0,7,7,Yes,Low,56000,No,21,3,No,Yes,1
13179,Procurement,region_13,Bachelor's,f,other,1,25,1.0,2,4,Yes,Low,34000,No,19,4,No,Yes,1
9083,Technology,region_27,Bachelor's,f,sourcing,1,27,2.0,3,6,Yes,Low,45000,No,20,5,No,Yes,1
14424,Operations,region_22,Bachelor's,f,other,1,35,4.0,4,8,Yes,High,57000,No,25,3,Yes,Yes,1
34164,Finance,region_20,Bachelor's,m,other,1,27,4.0,4,9,No,Low,76000,No,30,3,Yes,Yes,1
45938,Operations,region_31,Bachelor's,m,other,1,27,4.0,4,10,No,High,87000,No,25,2,Yes,Yes,1
68926,Analytics,region_15,Bachelor's,m,other,1,27,3.0,3,9,Yes,Low,43000,No,30,3,Yes,Yes,1
1676,Procurement,region_2,Bachelor's,f,other,4,34,3.0,4,8,Yes,High,87000,Yes,525,4,Yes,Yes,1
67378,Legal,region_5,Bachelor's,m,other,2,31,5.0,3,7,Yes,Low,45000,No,10,4,No,Yes,1
8807,Procurement,region_26,Bachelor's,m,sourcing,1,31,1.0,5,8,Yes,High,45000,No,8,3,Yes,No,0
26874,Sales & Marketing,region_4,Bachelor's,m,other,1,40,3.0,8,9,Yes,Low,30000,No,12,2,Yes,Yes,1
38104,Technology,region_32,Bachelor's,f,other,1,26,,1,7,Yes,High,20000,No,15,4,Yes,Yes,1
552,Technology,region_7,Master's & above,f,other,1,35,1.0,10,8,No,High,25000,Yes,26,3,No,No,0
930,Technology,region_33,Bachelor's,f,other,1,36,3.0,9,7,No,Low,45000,No,30,2,No,Yes,1
4439,Operations,region_22,Master's & above,f,other,1,57,5.0,15,8,No,Low,45000,Yes,19,3,No,No,0
31554,Procurement,region_29,Bachelor's,m,sourcing,2,33,4.0,10,9,No,Low,53000,No,15,4,Yes,Yes,1
65246,Technology,region_16,Bachelor's,f,other,1,29,4.0,1,7,Yes,High,45000,No,20,3,Yes,Yes,1
57473,Analytics,region_24,Bachelor's,m,sourcing,2,29,3.0,4,9,No,High,60000,Yes,30,2,Yes,No,0
51617,R&D,region_26,Bachelor's,m,other,1,31,3.0,3,8,No,High,45000,Yes,25,1,Yes,Yes,1
23570,Analytics,region_23,Master's & above,m,other,2,38,1.0,7,8,Yes,High,43000,No,16,3,Yes,Yes,1
19909,Analytics,region_22,Bachelor's,m,other,2,25,5.0,2,9,Yes,High,56000,No,20,4,No,Yes,1
26945,Sales & Marketing,region_28,Master's & above,m,sourcing,1,35,5.0,2,10,No,Low,43000,No,25,5,No,No,0
43355,Operations,region_22,Bachelor's,f,sourcing,1,29,5.0,3,8,No,High,45000,No,30,3,No,Yes,1
62878,Sales & Marketing,region_5,Master's & above,m,other,1,39,3.0,11,9,Yes,High,34000,No,25,2,Yes,Yes,1
44791,HR,region_20,Bachelor's,f,sourcing,1,29,3.0,3,7,Yes,Low,25000,No,30,3,Yes,Yes,1
22611,Operations,region_15,Bachelor's,m,other,1,36,4.0,3,8,Yes,High,45000,Yes,25,4,Yes,Yes,1
58615,Analytics,region_10,Master's & above,m,other,2,32,2.0,2,9,No,Low,45000,Yes,30,4,No,Yes,1
31486,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5.0,6,7,Yes,Low,78300,No,23,5,Yes,Yes,1
44884,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,4.0,4,8,No,Low,56000,Yes,30,3,Yes,No,0
4984,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,30,3.0,4,9,No,Low,45000,No,25,3,Yes,No,0
65231,Legal,region_31,Bachelor's,m,other,1,33,3.0,6,10,No,Low,43000,No,30,2,Yes,Yes,1
64679,Operations,region_2,Bachelor's,m,sourcing,1,27,2.0,5,8,No,Low,45000,Yes,25,3,No,Yes,1
64395,Operations,region_15,Master's & above,m,other,1,54,5.0,14,9,No,Low,30000,No,30,4,Yes,No,0
32446,Operations,region_15,Bachelor's,m,other,1,36,5.0,3,10,No,Low,45000,Yes,15,1,No,Yes,1
132,Sales & Marketing,region_28,Master's & above,m,other,1,45,2.0,14,8,No,Low,45000,No,20,3,Yes,Yes,1
36769,R&D,region_15,Master's & above,m,other,1,38,3.0,4,9,No,High,50000,No,25,4,Yes,Yes,1
68161,Operations,region_31,Bachelor's,m,other,1,45,1.0,5,7,No,Low,34000,No,30,3,Yes,Yes,1
12823,Technology,region_13,Bachelor's,f,other,1,25,,1,8,Yes,High,45000,Yes,35,4,Yes,Yes,1
10450,Operations,region_2,Bachelor's,m,other,1,48,5.0,2,9,Yes,Low,45000,No,23,2,Yes,No,0
23586,Technology,region_27,Bachelor's,f,other,2,31,2.0,4,7,Yes,High,30000,No,35,3,Yes,No,0
57376,Technology,region_5,Bachelor's,m,other,1,30,4.0,2,8,Yes,Low,20000,No,30,4,Yes,No,0
53278,Procurement,region_2,Master's & above,f,other,1,41,3.0,7,9,No,High,25000,No,25,3,Yes,No,0
51309,Procurement,region_17,Master's & above,f,other,1,35,5.0,6,7,No,Low,45000,No,20,2,Yes,Yes,1
11049,Finance,region_2,Below Secondary,f,other,2,22,,1,8,Yes,High,45000,Yes,28,4,Yes,Yes,1
