employee_id,department,region,education,gender,recruitment_channel,Training_Time,age,Prformance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status
65705,Sales & Marketing,region_13,Master's & above,f,other,1,33,3,9,9,Yes,High,45000,Yes,21,3,Yes,No
60003,Sales & Marketing,region_2,Bachelor's,m,other,2,32,4,4,7,No,Low,53000,No,19,4,Yes,No
13024,Operations,region_2,Master's & above,f,sourcing,1,48,3,7,8,No,Low,45000,Yes,20,5,No,No
22815,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,31,2,3,9,Yes,Low,60000,No,25,6,Yes,No
58032,Sales & Marketing,region_32,Bachelor's,m,other,2,34,3,9,7,Yes,High,45000,Yes,30,4,Yes,No
5044,Legal,region_7,Bachelor's,f,other,1,32,3,4,9,No,High,43000,No,25,3,No,Yes
72339,Analytics,region_32,Bachelor's,m,other,1,32,2,6,7,Yes,High,56000,No,30,3,Yes,Yes
72479,Operations,region_33,Bachelor's,m,other,1,33,3,5,9,No,High,43000,Yes,525,4,Yes,No
34406,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,3,7,7,Yes,High,45000,Yes,10,5,Yes,No
64649,Operations,region_27,,m,sourcing,1,26,3,3,6,Yes,Low,34000,Yes,8,3,No,Yes
63273,Operations,region_8,Bachelor's,m,other,1,27,3,3,9,Yes,High,25000,No,12,3,No,No
42352,Operations,region_15,Master's & above,m,sourcing,1,39,5,6,7,No,Low,45000,No,15,2,Yes,No
24502,HR,region_2,Bachelor's,m,other,1,24,3,2,8,Yes,Low,18000,Yes,26,3,No,No
6220,Operations,region_22,,m,other,1,29,5,4,9,No,High,60000,Yes,30,4,Yes,No
39339,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,54,1,17,6,Yes,Low,89000,No,19,4,Yes,Yes
2893,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,1,2,7,No,Low,23000,No,15,3,Yes,Yes
56818,Technology,region_2,Master's & above,m,other,1,39,5,10,9,Yes,Low,45000,No,20,2,Yes,Yes
36082,Analytics,region_2,Master's & above,m,sourcing,1,41,3,10,9,No,Low,39000,No,30,4,No,No
45371,Procurement,region_31,Bachelor's,f,other,1,33,4,9,8,Yes,Low,40000,No,25,3,Yes,No
63419,Procurement,region_2,Bachelor's,f,other,1,36,1,9,9,No,High,45000,No,16,2,Yes,Yes
50805,Sales & Marketing,region_13,Bachelor's,m,other,1,47,3,6,7,Yes,Low,56000,Yes,20,3,Yes,Yes
24791,Sales & Marketing,region_4,Bachelor's,m,other,1,28,,1,8,Yes,High,34000,Yes,25,4,Yes,Yes
6703,HR,region_2,Below Secondary,m,sourcing,1,21,5,2,9,No,Low,45000,No,30,3,Yes,No
15686,Operations,region_17,Bachelor's,m,other,1,33,2,8,7,Yes,High,57000,No,25,2,Yes,Yes
59106,Operations,region_14,Master's & above,m,sourcing,1,49,5,15,9,Yes,Low,76000,Yes,30,1,No,Yes
48503,Operations,region_2,Bachelor's,m,other,1,48,4,18,7,No,High,87000,No,25,3,Yes,No
22734,Procurement,region_12,Bachelor's,m,other,1,33,5,7,9,No,Low,43000,Yes,30,4,No,Yes
45129,Procurement,region_7,Bachelor's,f,other,1,31,3,4,7,Yes,High,87000,Yes,23,5,Yes,Yes
55252,Sales & Marketing,region_6,Bachelor's,m,other,1,35,2,8,6,Yes,High,43000,Yes,30,3,No,No
72006,Operations,region_28,Bachelor's,f,other,2,37,3,13,9,Yes,Low,45000,Yes,25,2,Yes,No
17224,HR,region_2,Bachelor's,f,other,1,39,4,9,7,Yes,Low,34000,Yes,30,3,Yes,Yes
845,Sales & Marketing,region_1,Master's & above,m,other,1,34,5,3,8,No,Low,25000,Yes,25,4,Yes,No
77570,Analytics,region_2,Bachelor's,m,other,1,42,3,3,9,No,High,45000,No,30,4,Yes,No
76424,Procurement,region_7,Bachelor's,f,other,1,29,3,3,6,Yes,High,18000,Yes,15,5,Yes,No
12191,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,,1,7,No,High,60000,No,20,3,Yes,Yes
12414,Analytics,region_27,Bachelor's,m,other,1,27,2,2,9,No,High,89000,No,25,3,Yes,Yes
21930,Operations,region_2,Master's & above,f,referred,1,43,5,6,9,Yes,High,23000,Yes,30,2,Yes,No
45793,Technology,region_23,Bachelor's,m,sourcing,2,32,3,5,8,Yes,Low,45000,Yes,35,3,Yes,Yes
16346,Analytics,region_25,Master's & above,m,sourcing,1,34,3,7,7,No,High,39000,No,23,4,Yes,Yes
26630,Operations,region_2,Bachelor's,m,other,1,43,3,7,10,No,Low,40000,No,35,1,No,Yes
23818,Operations,region_22,Master's & above,m,sourcing,1,60,3,18,7,Yes,Low,45000,No,30,3,Yes,Yes
21455,Technology,region_22,Bachelor's,m,sourcing,2,30,4,8,6,Yes,Low,56000,Yes,25,4,Yes,Yes
64234,Operations,region_4,Master's & above,f,sourcing,1,45,5,7,8,Yes,High,34000,No,20,3,Yes,No
68117,R&D,region_25,Master's & above,m,other,1,30,5,3,9,No,Low,45000,Yes,28,4,No,Yes
28695,Operations,region_19,Bachelor's,m,other,2,33,2,4,6,No,High,45000,Yes,30,2,Yes,Yes
57677,Analytics,region_22,Bachelor's,m,sourcing,3,27,3,2,8,No,Low,53000,No,34,3,No,Yes
38428,Technology,region_5,Master's & above,f,other,1,32,5,5,9,No,High,45000,Yes,25,4,Yes,Yes
72666,Sales & Marketing,region_31,Bachelor's,m,other,1,42,5,5,8,No,Low,60000,No,30,3,No,Yes
61039,Sales & Marketing,region_7,Master's & above,m,sourcing,2,34,4,3,9,Yes,Low,45000,Yes,25,2,Yes,Yes
12597,Sales & Marketing,region_2,Bachelor's,m,other,1,34,3,7,7,Yes,High,43000,Yes,30,4,Yes,No
66989,Operations,region_2,Bachelor's,m,sourcing,2,33,5,2,8,No,Low,56000,Yes,25,2,Yes,No
31945,Operations,region_32,Bachelor's,f,sourcing,1,29,1,2,9,Yes,High,43000,No,30,4,Yes,Yes
59077,Procurement,region_27,Master's & above,f,other,1,43,2,15,10,No,Low,45000,Yes,25,4,Yes,Yes
2867,Operations,region_31,Bachelor's,m,sourcing,1,28,3,3,7,Yes,Low,34000,No,30,3,Yes,No
61262,Analytics,region_2,Bachelor's,m,other,1,34,5,7,8,No,Low,25000,Yes,25,2,Yes,No
29279,Operations,region_22,Master's & above,m,other,3,35,4,7,8,Yes,Low,45000,No,30,3,Yes,Yes
1656,Operations,region_2,Bachelor's,m,other,1,56,5,24,7,Yes,Low,18000,Yes,25,4,No,Yes
6923,Operations,region_32,Bachelor's,m,other,2,30,3,3,5,No,Low,60000,No,30,4,Yes,Yes
76946,Analytics,region_9,Bachelor's,m,other,2,27,3,4,7,Yes,Low,89000,Yes,25,3,No,No
50207,Sales & Marketing,region_6,Bachelor's,m,other,1,40,3,7,9,Yes,Low,23000,Yes,21,4,Yes,No
36366,Sales & Marketing,region_2,Bachelor's,f,other,1,37,3,5,8,No,Low,45000,Yes,19,3,Yes,Yes
12527,Operations,region_15,Bachelor's,m,other,1,32,4,6,9,Yes,High,39000,No,20,4,No,Yes
28965,Procurement,region_2,Bachelor's,m,sourcing,1,34,5,7,6,Yes,Low,40000,No,25,5,Yes,No
68116,Sales & Marketing,region_2,Bachelor's,m,other,2,30,5,2,8,Yes,High,45000,Yes,30,3,No,Yes
60662,Procurement,region_2,Bachelor's,f,other,2,36,4,4,9,Yes,Low,56000,No,25,4,Yes,Yes
3706,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,33,3,4,7,Yes,High,34000,Yes,30,4,Yes,Yes
9177,Sales & Marketing,region_2,,m,sourcing,1,38,2,3,7,Yes,Low,45000,Yes,525,3,No,Yes
45491,Technology,region_2,Bachelor's,m,sourcing,1,25,,1,8,No,High,57000,No,10,4,Yes,Yes
16316,Technology,region_15,Bachelor's,f,sourcing,1,29,2,2,9,Yes,Low,76000,No,8,4,Yes,Yes
71725,Technology,region_22,Bachelor's,m,other,1,28,2,3,7,Yes,High,87000,Yes,12,5,No,Yes
1411,Finance,region_32,Bachelor's,m,sourcing,1,34,4,9,4,No,High,43000,Yes,15,3,Yes,Yes
38770,Procurement,region_2,Bachelor's,m,sourcing,1,26,,1,6,No,Low,87000,Yes,20,3,Yes,Yes
45826,Operations,region_12,Bachelor's,m,sourcing,1,27,,1,8,Yes,Low,43000,Yes,25,4,Yes,No
55574,Technology,region_2,Master's & above,f,sourcing,1,50,3,16,9,No,Low,45000,No,30,5,No,Yes
48893,Sales & Marketing,region_23,Bachelor's,m,other,1,37,4,8,10,Yes,High,34000,Yes,25,4,Yes,Yes
21251,Analytics,region_11,Bachelor's,f,other,1,29,,1,9,Yes,High,25000,No,20,3,Yes,No
42970,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,1,4,8,Yes,High,45000,Yes,25,2,No,Yes
39378,Sales & Marketing,region_6,Bachelor's,m,other,1,24,3,2,7,Yes,High,18000,Yes,30,4,Yes,Yes
52887,Sales & Marketing,region_7,Master's & above,f,sourcing,1,49,4,20,8,Yes,High,60000,No,25,4,No,No
46106,Sales & Marketing,region_32,Bachelor's,m,other,1,27,5,4,9,No,Low,89000,No,30,3,Yes,No
36466,Operations,region_15,Bachelor's,m,other,1,28,2,5,7,No,High,23000,No,19,4,Yes,No
3279,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,2,3,8,No,High,45000,Yes,15,5,No,Yes
65881,Sales & Marketing,region_2,,m,sourcing,1,36,2,4,7,Yes,Low,39000,Yes,20,3,No,Yes
1458,Analytics,region_19,Bachelor's,m,other,1,41,1,14,8,No,High,40000,No,30,2,No,Yes
40084,Sales & Marketing,region_6,Bachelor's,m,sourcing,5,29,3,6,9,Yes,Low,45000,No,25,3,Yes,No
54524,Sales & Marketing,region_22,Bachelor's,m,other,1,45,5,6,10,Yes,Low,56000,Yes,16,4,Yes,No
11133,Procurement,region_22,Master's & above,m,other,1,33,3,4,8,Yes,Low,34000,Yes,20,4,Yes,Yes
16614,Sales & Marketing,region_28,Master's & above,m,other,2,44,3,5,9,No,Low,45000,Yes,25,3,Yes,Yes
54044,Sales & Marketing,region_2,Master's & above,m,other,1,42,3,5,10,Yes,Low,57000,No,30,2,No,No
30911,Finance,region_31,Bachelor's,m,sourcing,1,39,5,3,8,Yes,Low,76000,No,25,2,No,No
65843,Finance,region_29,Master's & above,m,sourcing,2,35,1,7,9,No,Low,87000,Yes,30,3,No,Yes
13969,Analytics,region_22,Bachelor's,m,sourcing,2,28,2,7,7,No,Low,43000,No,25,4,No,Yes
12202,Procurement,region_13,Bachelor's,m,sourcing,1,37,4,3,8,No,Low,87000,Yes,30,3,Yes,Yes
381,Operations,region_2,Master's & above,m,other,1,55,4,18,9,Yes,High,45000,Yes,23,2,No,No
59835,Operations,region_2,Bachelor's,f,referred,1,35,4,5,7,No,Low,45000,No,30,3,No,Yes
51089,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,40,4,5,8,No,High,30000,No,25,2,No,Yes
72782,Operations,region_4,Bachelor's,m,sourcing,1,32,1,7,9,No,Low,20000,No,30,3,No,Yes
39160,Sales & Marketing,region_25,,m,other,1,32,3,10,7,Yes,High,25000,Yes,25,2,No,No
29306,Sales & Marketing,region_1,Master's & above,m,sourcing,2,32,3,2,8,Yes,Low,45000,No,30,3,No,No
74817,Technology,region_2,Bachelor's,m,other,2,48,3,21,9,No,High,45000,Yes,15,4,No,Yes
70693,Sales & Marketing,region_28,Master's & above,m,other,1,30,4,6,7,No,Low,53000,No,20,6,Yes,Yes
33370,Operations,region_22,Master's & above,f,sourcing,1,32,1,6,9,Yes,High,45000,Yes,25,4,Yes,Yes
58771,Procurement,region_4,Bachelor's,m,other,1,42,4,13,7,No,High,60000,Yes,30,2,No,No
57177,Operations,region_12,Bachelor's,f,other,2,33,3,9,9,Yes,Low,45000,No,35,4,No,Yes
29634,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,1,4,7,Yes,Low,43000,No,23,3,Yes,Yes
19554,Analytics,region_22,Bachelor's,m,sourcing,1,27,,1,6,No,Low,56000,No,35,5,Yes,Yes
13012,Technology,region_2,Master's & above,f,sourcing,1,53,3,15,9,Yes,High,43000,No,30,6,Yes,Yes
69652,Sales & Marketing,region_2,Master's & above,m,other,1,45,5,11,7,No,High,45000,No,25,5,Yes,Yes
8761,Sales & Marketing,region_2,Master's & above,f,sourcing,1,50,4,7,8,No,High,34000,No,20,4,Yes,No
61983,Sales & Marketing,region_2,,m,sourcing,1,49,3,4,9,Yes,High,25000,No,28,5,Yes,Yes
48735,Technology,region_22,Master's & above,f,other,4,36,2,7,6,No,High,45000,Yes,30,6,No,No
12572,Finance,region_2,Master's & above,f,sourcing,1,33,3,7,7,No,Low,45000,No,34,5,No,Yes
24409,Analytics,region_27,Bachelor's,m,sourcing,1,30,3,5,9,Yes,High,78300,No,25,4,Yes,Yes
28820,Sales & Marketing,region_2,Master's & above,m,other,1,43,4,4,9,No,Low,56000,No,30,6,No,Yes
77826,Operations,region_28,Bachelor's,m,sourcing,2,33,4,6,8,No,Low,45000,Yes,25,7,No,No
43459,Procurement,region_5,Bachelor's,f,sourcing,2,30,3,3,7,Yes,Low,43000,Yes,30,5,No,No
53427,Analytics,region_6,Bachelor's,m,other,1,33,3,7,10,Yes,High,45000,Yes,25,4,No,Yes
18991,Operations,region_2,Master's & above,f,other,1,53,4,7,7,Yes,Low,30000,No,30,3,No,No
52404,Operations,region_2,Bachelor's,f,sourcing,1,26,3,2,6,No,High,45000,No,25,5,Yes,Yes
68613,Technology,region_7,Bachelor's,f,other,1,34,2,7,8,No,Low,45000,Yes,30,6,Yes,No
2659,Finance,region_2,Below Secondary,m,sourcing,1,26,3,3,9,No,High,50000,Yes,25,3,No,No
30994,Operations,region_2,Bachelor's,f,other,1,35,4,3,6,Yes,Low,34000,Yes,30,4,Yes,Yes
51855,Operations,region_16,Bachelor's,m,other,1,40,5,13,8,Yes,High,45000,Yes,25,5,Yes,Yes
2957,HR,region_22,Master's & above,m,other,1,35,3,6,9,No,High,45000,Yes,30,6,No,Yes
24007,Operations,region_32,Bachelor's,m,other,1,34,3,7,8,No,Low,30000,No,25,4,No,Yes
66483,Sales & Marketing,region_1,Bachelor's,m,other,1,39,5,8,9,No,High,20000,Yes,21,3,No,Yes
29283,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,48,1,3,7,Yes,High,25000,No,19,3,Yes,No
51598,Technology,region_9,Bachelor's,m,other,1,30,2,4,8,Yes,Low,45000,Yes,20,4,No,Yes
55255,HR,region_2,Bachelor's,m,referred,1,50,4,13,9,Yes,High,45000,No,25,5,Yes,No
5907,Sales & Marketing,region_2,Bachelor's,m,other,3,30,3,2,10,Yes,Low,53000,Yes,30,3,No,No
15174,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,25,2,3,7,No,High,45000,Yes,25,3,Yes,Yes
72573,Operations,region_32,Bachelor's,f,other,1,34,5,7,8,Yes,Low,60000,No,30,2,Yes,Yes
65254,Operations,region_7,Below Secondary,m,sourcing,2,25,,1,8,No,High,45000,No,525,3,No,Yes
55303,Technology,region_11,Bachelor's,f,other,3,26,,1,7,No,Low,43000,No,10,4,Yes,Yes
64789,Sales & Marketing,region_13,Bachelor's,m,other,1,23,4,1,5,No,Low,56000,Yes,8,4,Yes,No
71013,Technology,region_7,Bachelor's,m,other,1,30,2,2,7,No,Low,43000,Yes,12,3,No,No
3220,Sales & Marketing,region_15,Bachelor's,m,other,2,34,4,4,8,Yes,Low,45000,Yes,15,2,Yes,Yes
1414,R&D,region_2,Bachelor's,m,sourcing,1,31,5,6,8,No,Low,34000,No,26,4,Yes,No
22798,Analytics,region_25,Master's & above,m,other,1,35,3,8,9,Yes,Low,25000,No,30,3,No,No
33952,Operations,region_7,Bachelor's,m,other,1,42,3,5,6,No,Low,45000,Yes,19,2,Yes,No
43164,Operations,region_26,Bachelor's,m,sourcing,1,34,5,8,8,No,Low,18000,Yes,15,3,Yes,Yes
69220,Procurement,region_22,Bachelor's,m,sourcing,1,32,2,3,9,Yes,Low,60000,Yes,20,4,Yes,No
48961,Technology,region_2,Bachelor's,m,other,1,48,5,14,7,Yes,High,89000,Yes,30,3,Yes,No
28725,Procurement,region_11,Master's & above,m,other,1,39,5,10,7,Yes,Low,23000,Yes,25,2,Yes,Yes
20315,Operations,region_2,Bachelor's,f,other,1,47,2,22,8,No,High,45000,No,16,1,Yes,Yes
59314,Operations,region_31,Bachelor's,m,sourcing,1,26,2,3,9,Yes,Low,39000,No,20,3,Yes,Yes
55445,Sales & Marketing,region_2,,m,sourcing,1,20,,1,7,No,High,40000,No,25,4,No,Yes
50035,Sales & Marketing,region_22,Bachelor's,m,other,1,25,5,2,4,Yes,Low,45000,No,30,5,Yes,No
32258,Technology,region_5,Bachelor's,m,sourcing,1,46,4,18,6,Yes,High,56000,Yes,25,3,No,No
62411,Operations,region_25,Master's & above,f,sourcing,1,35,5,9,8,No,Low,34000,Yes,30,2,Yes,No
18785,Sales & Marketing,region_27,Bachelor's,m,other,2,34,1,3,9,Yes,High,45000,Yes,25,3,No,Yes
11079,Technology,region_15,Bachelor's,m,other,1,33,3,8,10,Yes,High,57000,No,30,4,Yes,Yes
76390,Finance,region_2,Bachelor's,m,sourcing,2,33,3,8,9,Yes,Low,76000,Yes,23,4,Yes,Yes
22718,Technology,region_22,Master's & above,m,other,1,33,5,7,8,Yes,Low,87000,Yes,30,5,Yes,Yes
58055,Legal,region_22,Bachelor's,f,other,1,30,3,2,7,Yes,Low,43000,No,25,3,Yes,No
52528,Operations,region_8,Master's & above,m,sourcing,2,35,5,7,8,Yes,High,87000,Yes,30,3,No,Yes
2264,Sales & Marketing,region_15,Bachelor's,m,other,1,24,,1,9,No,High,43000,Yes,25,2,Yes,Yes
10300,Operations,region_7,Bachelor's,m,other,1,33,5,9,7,No,High,45000,No,30,3,Yes,Yes
22856,Sales & Marketing,region_28,Master's & above,m,sourcing,2,39,3,5,8,Yes,High,34000,Yes,15,4,No,Yes
56276,Sales & Marketing,region_22,Bachelor's,m,other,1,26,,1,7,Yes,High,25000,Yes,20,1,Yes,No
48831,Operations,region_2,Master's & above,f,other,1,53,5,13,8,Yes,Low,45000,Yes,25,3,Yes,Yes
4754,Operations,region_32,Bachelor's,f,other,1,36,5,7,9,Yes,High,18000,No,30,4,Yes,Yes
50951,Procurement,region_4,Master's & above,m,other,1,43,4,5,7,Yes,High,60000,No,35,3,Yes,Yes
75170,Analytics,region_2,Bachelor's,m,other,1,44,2,3,9,Yes,Low,89000,No,23,4,No,No
21618,Sales & Marketing,region_26,Bachelor's,m,other,1,31,5,4,8,No,High,23000,Yes,35,2,Yes,Yes
41027,Technology,region_24,Bachelor's,m,other,1,34,4,8,8,No,Low,45000,Yes,30,3,Yes,No
59095,Sales & Marketing,region_29,Bachelor's,m,other,1,26,1,2,9,Yes,Low,39000,Yes,25,4,Yes,No
27030,Sales & Marketing,region_2,,m,other,1,42,4,2,10,Yes,Low,40000,Yes,20,3,Yes,Yes
65665,Sales & Marketing,region_27,,m,sourcing,1,30,3,3,8,Yes,Low,45000,Yes,28,2,Yes,Yes
38455,Sales & Marketing,region_30,Bachelor's,m,other,1,27,5,4,9,Yes,High,56000,No,30,4,Yes,No
73165,Finance,region_2,Bachelor's,m,sourcing,1,44,3,5,7,Yes,High,34000,Yes,34,2,Yes,Yes
55975,Analytics,region_2,Master's & above,m,other,1,39,4,2,8,Yes,Low,45000,No,25,4,Yes,No
9014,Finance,region_6,Bachelor's,m,sourcing,1,28,3,2,9,Yes,Low,57000,Yes,30,4,Yes,Yes
11785,Operations,region_27,Bachelor's,f,sourcing,1,39,4,11,7,No,Low,76000,Yes,25,3,Yes,Yes
48999,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,30,1,6,8,Yes,High,87000,Yes,30,2,Yes,No
72141,Sales & Marketing,region_15,Bachelor's,m,other,1,36,4,7,9,Yes,Low,45000,No,25,3,No,Yes
23014,Sales & Marketing,region_10,Master's & above,m,other,1,37,2,7,10,Yes,High,45000,Yes,30,4,No,No
15661,R&D,region_2,Master's & above,m,sourcing,1,45,3,15,8,Yes,Low,30000,No,25,4,Yes,No
31200,Procurement,region_13,Master's & above,f,other,1,33,5,5,9,No,High,20000,Yes,30,3,Yes,No
50270,Sales & Marketing,region_25,Bachelor's,m,other,3,31,3,4,7,No,Low,25000,Yes,25,4,No,No
5041,Analytics,region_22,Bachelor's,m,sourcing,1,32,5,7,9,Yes,High,45000,Yes,30,3,No,No
3650,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,3,11,7,No,Low,45000,No,25,4,Yes,No
10666,Sales & Marketing,region_29,Bachelor's,f,other,1,29,3,3,9,Yes,High,53000,Yes,30,5,Yes,Yes
11664,Sales & Marketing,region_32,Bachelor's,m,other,1,28,4,6,7,No,High,45000,No,25,3,Yes,Yes
34848,Technology,region_2,Below Secondary,m,other,1,20,1,2,6,Yes,Low,60000,Yes,21,4,No,No
32034,Operations,region_2,Bachelor's,m,sourcing,1,26,2,3,9,Yes,Low,45000,Yes,19,4,Yes,Yes
26664,Analytics,region_22,Bachelor's,m,sourcing,1,25,3,2,7,No,Low,43000,Yes,20,3,No,Yes
42088,Sales & Marketing,region_26,,f,sourcing,1,24,,1,8,No,High,56000,Yes,25,4,Yes,Yes
59862,Procurement,region_23,Bachelor's,f,other,1,30,3,5,9,No,High,43000,No,30,4,Yes,No
40414,Analytics,region_13,Bachelor's,m,other,1,33,3,4,6,No,High,45000,Yes,25,5,Yes,No
57087,Operations,region_2,Bachelor's,f,sourcing,1,34,4,7,7,Yes,High,34000,No,30,3,Yes,Yes
19488,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,4,9,9,No,High,25000,No,525,3,No,No
5633,Sales & Marketing,region_22,Bachelor's,m,other,5,30,3,7,9,No,Low,45000,No,10,4,Yes,Yes
47196,Analytics,region_2,Master's & above,m,sourcing,1,41,1,15,8,Yes,High,45000,Yes,8,5,No,Yes
72613,Operations,region_7,Bachelor's,f,sourcing,1,30,3,2,7,Yes,Low,78300,No,12,4,Yes,No
50301,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,3,2,10,Yes,Low,56000,No,15,3,Yes,No
996,Procurement,region_22,Bachelor's,f,other,1,29,,1,7,Yes,Low,45000,Yes,20,2,Yes,Yes
8239,Technology,region_7,Bachelor's,f,sourcing,1,24,4,2,6,Yes,High,43000,Yes,25,4,No,Yes
33087,Sales & Marketing,region_2,,m,other,1,23,,1,8,No,Low,45000,No,30,4,Yes,Yes
58072,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,24,,1,9,No,High,30000,No,25,3,No,Yes
5248,Procurement,region_31,Bachelor's,m,other,1,28,,1,6,Yes,Low,45000,No,20,4,Yes,Yes
31842,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,30,3,2,8,Yes,High,45000,No,25,5,No,Yes
40198,Operations,region_7,Bachelor's,f,other,1,34,5,8,9,No,Low,50000,No,30,3,Yes,Yes
5956,Sales & Marketing,region_17,Bachelor's,m,other,1,43,3,9,8,Yes,Low,34000,Yes,25,2,Yes,Yes
16473,Analytics,region_6,Bachelor's,m,sourcing,1,27,5,2,9,No,High,45000,No,30,3,Yes,Yes
16433,Analytics,region_22,Bachelor's,m,other,2,29,3,4,7,Yes,Low,45000,Yes,19,4,Yes,Yes
39337,Technology,region_2,Bachelor's,m,referred,1,33,5,2,8,No,High,30000,Yes,15,4,Yes,Yes
17914,Operations,region_24,Bachelor's,f,other,1,30,5,4,9,No,Low,20000,No,20,3,No,Yes
66245,Finance,region_30,Bachelor's,m,sourcing,1,29,3,2,10,Yes,Low,25000,Yes,30,2,Yes,Yes
40222,Technology,region_7,Master's & above,m,sourcing,1,38,4,3,7,No,Low,45000,No,25,2,Yes,Yes
15815,HR,region_2,Master's & above,m,sourcing,1,55,5,3,8,Yes,Low,45000,Yes,16,3,No,No
65238,Technology,region_24,Bachelor's,m,other,2,28,3,2,8,No,Low,53000,No,20,4,No,No
56348,R&D,region_2,Bachelor's,m,sourcing,1,31,3,7,7,Yes,Low,45000,Yes,25,3,Yes,Yes
50427,HR,region_7,Master's & above,f,other,1,44,3,14,5,Yes,Low,60000,Yes,30,2,No,Yes
67221,Sales & Marketing,region_19,Bachelor's,f,sourcing,1,39,5,14,7,Yes,Low,45000,Yes,25,3,No,No
70670,Operations,region_2,,f,other,1,50,3,3,7,Yes,Low,43000,Yes,25,2,Yes,Yes
54359,Procurement,region_23,Bachelor's,m,other,2,33,3,3,8,No,High,56000,No,21,3,Yes,Yes
24801,Sales & Marketing,region_7,Bachelor's,m,other,1,41,4,10,9,No,Low,43000,Yes,19,2,Yes,Yes
14127,Operations,region_31,Bachelor's,f,sourcing,1,34,5,4,6,Yes,High,45000,No,20,3,Yes,No
52266,Operations,region_22,Bachelor's,f,sourcing,2,40,5,3,8,Yes,Low,34000,No,25,4,Yes,Yes
34641,Analytics,region_22,Bachelor's,m,sourcing,1,41,3,7,9,Yes,High,25000,Yes,30,6,Yes,No
67890,Sales & Marketing,region_26,Bachelor's,m,other,1,26,5,2,7,Yes,Low,45000,Yes,25,4,Yes,No
28754,Technology,region_27,Bachelor's,m,other,2,30,4,6,7,Yes,High,18000,Yes,30,2,Yes,No
56392,Procurement,region_5,Master's & above,f,other,1,33,3,6,8,Yes,Low,60000,Yes,525,4,Yes,Yes
64565,Sales & Marketing,region_2,Bachelor's,m,other,1,57,4,27,9,Yes,High,89000,No,10,7,Yes,No
58865,Technology,region_22,Bachelor's,f,sourcing,2,30,3,5,7,Yes,High,23000,Yes,8,8,Yes,No
463,Sales & Marketing,region_20,Master's & above,m,sourcing,1,32,5,3,4,Yes,Low,45000,Yes,12,4,No,No
62151,HR,region_2,Bachelor's,f,other,1,31,4,4,6,Yes,Low,39000,No,15,5,No,Yes
49822,Technology,region_27,Master's & above,m,other,1,47,4,5,8,No,Low,40000,No,20,4,Yes,No
63196,Sales & Marketing,region_31,Bachelor's,f,other,1,50,3,3,9,No,High,45000,No,25,5,No,Yes
52144,Sales & Marketing,region_25,Bachelor's,m,other,3,30,1,3,10,No,High,56000,Yes,30,6,No,Yes
33796,Sales & Marketing,region_23,,m,other,1,37,3,8,9,No,High,34000,No,25,4,No,Yes
11396,Technology,region_24,Master's & above,m,other,3,33,2,5,8,Yes,High,45000,No,20,3,Yes,Yes
23317,Operations,region_7,Master's & above,m,other,1,33,5,8,7,Yes,High,57000,Yes,25,6,No,Yes
14105,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,51,1,7,8,No,Low,76000,Yes,30,4,No,Yes
15027,Finance,region_2,Bachelor's,m,other,1,35,3,2,9,No,High,87000,No,25,3,Yes,Yes
39234,Technology,region_23,Bachelor's,m,sourcing,2,28,5,4,7,No,High,43000,Yes,30,5,Yes,Yes
3536,Operations,region_15,Bachelor's,f,sourcing,1,27,5,3,8,No,Low,87000,Yes,19,6,No,Yes
44799,Technology,region_2,Bachelor's,m,referred,1,27,4,1,7,No,High,43000,No,15,5,Yes,Yes
67914,Procurement,region_13,Bachelor's,f,other,1,30,1,4,8,No,Low,45000,Yes,20,4,No,Yes
49090,Procurement,region_22,Master's & above,f,other,2,29,3,4,9,Yes,Low,34000,Yes,30,5,Yes,No
40948,R&D,region_22,Bachelor's,m,sourcing,2,33,5,5,7,Yes,Low,25000,No,25,6,Yes,Yes
30991,Sales & Marketing,region_1,Master's & above,m,other,1,31,5,4,9,Yes,Low,45000,Yes,16,5,Yes,No
53640,Technology,region_14,Bachelor's,f,other,1,33,1,6,8,No,Low,18000,Yes,20,4,Yes,No
